Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Acceptance criteria,Deployment Environment,Target end,Time to SLA,Original story points,Sprint,Categorize,Story Points,Team,Overdue Status,Program Increment,Start date,End date,Baseline start date,Baseline end date,Task mode,Task progress,Risk probability,Risk consequence,Planned Start,Development,Rank,Epic Link,GtmhubObjectID,Parent Link,Actor,Flagged,Target start,Team,Account,Iteration,Planned End,Structure Index Monitor,Team Role
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22185,BIDVOMNI-12621 [IB] [CK ngoài BIDV đến STK] [MH khởi tạo GD] Kiểm tra focus thông tin thụ hưởng với TH nhấn chọn danh bạ thụ hưởng từ luồng tìm kiếm tại trang chủ,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 8:35 PM,,02/Apr/25 8:36 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,BIDVOMNI-22184,,"CÁC BƯỚC THỰC HIỆN

1. ĐN ứng dụng thành công >> Chọn chức năng chuyển tiền
2. Focus box tìm kiếm danh bạ/ GD gần đây >> Nhấn chọn bản ghi
3. MH khởi tạo: Kiểm tra click box tài khoản thụ hưởng

 

KQ THỰC TẾ
- đang về màn hình popup nhâp STK thụ hưởng

 

KQ MONG ĐƠI
- => Sửa: Hiển thị màn hình Danh bạ thụ hưởng với tab Danh bạ thụ hưởng hoặc Giao dịch gần đây trước đó đã lựa chọn với Tài khoản danh bạ thụ hưởng đã lựa chọn trước đó",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q2bs:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22184,BIDVOMNI-12621 [IB] [CK ngoài BIDV đến STK] [MH khởi tạo GD] Kiểm tra focus thông tin thụ hưởng với TH tìm kiếm và chọn bản ghi từ GD gần đây,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 8:34 PM,,02/Apr/25 8:35 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,"BIDVOMNI-22185, BIDVOMNI-21608",,"CÁC BƯỚC THỰC HIỆN

1. ĐN ứng dụng thành công >> Chọn chức năng chuyển tiền
2. MH chọn người thụ hưởng >> Click tìm kiếm Danh bạ thụ hưởng/Danh bạ điện thoại/Danh sách GD gần đây 
3. Chọn người thụ hưởng từ kết quả tìm kiếm
4. MH khởi tạo: Kiểm tra click box tài khoản thụ hưởng

 

KQ THỰC TẾ
- Về màn hình danh bạ thụ hưởng và mặc định focus tab Danh bạ thụ hưởng

 

KQ MONG ĐƠI
- => Sửa: Về màn hình danh bạ thụ hưởng, mặc định focus tab GD gần đây",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q2bk:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22182,BIDVOMNI-12621 [IB] [CK 247 giá trị thấp đến STK] [MH kết quả] Kiểm tra hiển thị số tham chiếu,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 8:22 PM,,02/Apr/25 8:23 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,BIDVOMNI-22180,,"CÁC BƯỚC THỰC HIỆN

'1. Tại màn hình kết quả giao dịch
2. Kiểm tra hiển thị Số tham chiếu

 

KQ THỰC TẾ
- Mid xác nhận có trả về ""refNo""nhưng số tham chiếu đang chưa hiển thị đúng giá trị ""refNo"" sever trả về

KQ MONG ĐƠI
- Lấy giá trị refNo (nếu có). TH không trả về refNo thì lấy giá trị tranxId",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q2b4:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22180,BIDVOMNI-12621 [IB] [CK thường ngoài BIDV đến STK] [MH kết quả] Kiểm tra hiển thị số tham chiếu,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 8:08 PM,,02/Apr/25 8:22 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,"BIDVOMNI-22182, BIDVOMNI-19665",,"CÁC BƯỚC THỰC HIỆN

'1. Tại màn hình kết quả giao dịch
2. Kiểm tra hiển thị Số tham chiếu

 

KQ THỰC TẾ
- Mid xác nhận có trả về ""refNo""nhưng số tham chiếu đang chưa hiển thị đúng giá trị ""refNo"" sever trả về

KQ MONG ĐƠI
- Lấy giá trị refNo (nếu có). TH không trả về refNo thì lấy giá trị tranxId",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q2ao:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22179,BIDVOMNI-13842 [IB][Gửi tiết kiệm] Lỗi MH khởi tạo giao dịch ( tiến trình 2) khi đổi B-point,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,02/Apr/25 7:44 PM,,02/Apr/25 8:09 PM,,,,Gửi tiết kiệm,,0,1,_thumb_202790.png,,,,,,"BIDVOMNI-22170, BIDVOMNI-22181",,"# Chọn Sản phẩm tiết kiệm
# Nhấn Mở TK
# Kiểm tra màn hình Khởi tạo giao dịch ( tiến trình 2)

Thực tế:
# Hiển thị thừa option đổi Bpoint
# Sai design option đổi Bpoint: mũi tên
# Không hiển thị thông báo khi Xác nhận đổi B point

Mong muốn:
# Chỉ hiển thị 2 option đổi B point, lấy 2 option đầu tiên server trả về
# Chỉnh sửa đúng design 
# Hiển thị thông báo:

""Giao dịch gửi tiết kiệm Online của Quý khách sẽ đổi ({*}Số B-Point đã chọn){*} *B-Point* thành ({*}Lãi suất cộng thêm đã chọn){*}{*}%{*} lãi suất cộng thêm. Tổng lãi suất được áp dụng cho sản phẩm tiết kiệm là ({*}Lãi suất gốc + Lãi suất cộng thêm đã chọn)%{*}.

Quý khách có muốn tiếp tục giao dịch?""",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q2ag:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22178,BIDVOMNI-12621 [IB] [CK ngoài BIDV đến STK] [MH xác nhận GD] Kiểm tra nhấn button Quay lại,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 7:32 PM,,02/Apr/25 7:33 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,BIDVOMNI-22013,,"CÁC BƯỚC THỰC HIỆN

1. Tại màn hình xác nhận GD chuyển tiền ngoài đến stk
2. Kiểm tra hành động nhấn button Quay lại

 

KQ THỰC TẾ
- Về màn hình chọn người thụ hưởng

 

KQ MONG ĐƠI
- Về màn hình Khởi tạo GD và các trường thông tin giữ nguyên",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q2a0:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22013,BIDVOMNI-12621 [IB] [CK ngoài BIDV đến STK] [MH xác nhận GD] Kiểm tra hiển thị với GD chuyển khoản thường,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",31/Mar/25 3:39 PM,,02/Apr/25 7:32 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,"BIDVOMNI-22014, BIDVOMNI-22178, BIDVOMNI-19292",,"CÁC BƯỚC THỰC HIỆN

1. ĐN ứng dụng thành công >> Chọn chức năng chuyển tiền
2. MH chọn người thụ hưởng >> Chọn Ngân hàng hưởng khác ngân hàng BIDV >> Gạt OFF chuyển nhanh 247
3. Nhập STK >> Tiếp tục
4. MK khởi tạo: Nhập thông tin hợp lệ >> Tiếp tục
5. Kiểm tra hiển thị màn hình xác nhận giao dịch

 

KQ THỰC TẾ

- Title ""Chuyển tiền ngoài BIDV đến số tài khoản""
- Trường Số tiền luôn hiển thị

 

KQ MONG ĐƠI

- Title ""Chuyển tiền ngoài BIDV đến số tài khoản""
=> Sửa: [Chuyển tiền ngoài BIDV]
- Trường Số tiền luôn hiển thị
=> Sửa: chỉ hiển thị khi Phí # 0 (Dữ liệu từ màn hình trước)",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pww8:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22177,BIDVOMNI-12621 [IB] [CK thườngngoài BIDV đến STK] [MH popup nhập thụ hưởng] Kiểm tra nhấn Đống ý,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 7:26 PM,,02/Apr/25 7:28 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,BIDVOMNI-22176,,"CÁC BƯỚC THỰC HIỆN

1. Tại màn hình khởi tạo chuyển tiền thường ngoài BIDV đến stk
2. Nhấn vào vùng Người thụ hưởng
3. Tại MH popup nhập thụ hường 
4. Sửa thông tin và nhấn Đồng ý

 

KQ THỰC TẾ

- Thực hiện gọi mid 201

 

KQ MONG ĐƠI
- Vơi Ck thường ngoài BIDV đến STK không gọi mid 201",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q29s:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22176,BIDVOMNI-12621 [IB] [CK thườngngoài BIDV đến STK] [MH popup nhập thụ hưởng] Kiểm tra Số tài khoản thụ hưởng,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",02/Apr/25 7:20 PM,,02/Apr/25 7:26 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,"BIDVOMNI-22175, BIDVOMNI-22177",,"CÁC BƯỚC THỰC HIỆN

1. ĐN ứng dụng thành công >> Chọn chức năng chuyển tiền
2. MH chọn người thụ hưởng >> Chọn Ngân hàng hưởng khác ngân hàng BIDV
3. Nhập STK >> Tiếp tục
4. MH khởi tạo: Kiểm tra click box tài khoản thụ hưởng
5. Kiểm tra Số tài khoản thụ hưởng

 

KQ THỰC TẾ
- Đang chỉ cho nhập ký tự số và chưa chặn max ký tự

 

KQ MONG ĐƠI
- Cho phép nhập ký tự số, chữ không dấu và nhập max 20 ký tự",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q29c:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22012,BIDVOMNI-12621 [IB] [CK ngoài BIDV đến STK] [MH khởi tạo GD] ểm tra nhấn icon tra cứu hạn mức giao dịch,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",31/Mar/25 3:02 PM,,02/Apr/25 7:03 PM,,,,Chuyển tiền ngoài BIDV đến STK,,0,1,,,,,,,"BIDVOMNI-21610, BIDVOMNI-22174",,"CÁC BƯỚC THỰC HIỆN

1. Tại màn hình khởi tạo chuyển tiền ngoài đến stk
2. Kiểm tra nhấn icon tra cứu hạn mức giao dịch

 

KQ THỰC TẾ
* Nhấn không có aciton

 

KQ MONG ĐƠI
- => Sửa: Show chi tiết gói hạn mức KH đang sử dụng",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pwoo:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22173,BIDVOMNI-13842 [IB][Gửi tiết kiệm] Lỗi MH Kết quả giao dịch,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,02/Apr/25 6:57 PM,,02/Apr/25 6:59 PM,,,,Gửi tiết kiệm,,0,1,_thumb_202786.png _thumb_202787.png,,,,,,BIDVOMNI-22172,,"# Chọn Sản phẩm tiết kiệm
# Nhấn Mở TK
# Kiểm tra màn hình Kết quả giao dịch

Thực tế:

1. Tiêu đề Giao dịch thành công sai design

2. Sai tên Sản phẩm tiết kiệm

3. Lãi suất sai design

4. Nhấn Lưu ảnh về máy sai format thời gian

Mong muốn:

1,3. Hiển thị đúng design

2. Hiển thị tên sản phẩm tiết kiệm Kh chọn tại mid 159

4. Hiển thị đúng format tgian với ảnh đã lưu",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q27k:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22172,BIDVOMNI-13842 [IB][Gửi tiết kiệm] Lỗi MH Xác nhận giao dịch,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,02/Apr/25 6:47 PM,,02/Apr/25 6:57 PM,,,,Gửi tiết kiệm,,0,1,_thumb_202784.png,,,,,,"BIDVOMNI-22173, BIDVOMNI-22170",,"# Chọn Sản phẩm tiết kiệm
# Nhấn Mở TK
# Kiểm tra màn hình Xác nhận giao dịch

Thực tế:

1. Sai tiêu đề màn hình, đang để là ""Tiết kiệm trả lãi đầu kỳ""

2. Sai sản phẩm tiết kiệm

3. Thừa tài khoản trả lãi

4. Sai thông tin rút tại quầy: màn hình trước để OFF vẫn hiển thị có

Mong muốn:

1. Tiêu đề màn hình, Hiển thị: \{Tên sản phẩm}
Lấy tại output MID 159 đã gọi trước đó
VN: Trường productNameVn
EN: Trường productNameEn

2. Sản phẩm tiết kiệm: Lấy tại output MID 159 đã gọi trước đó

3. Bỏ tài khoản trả lãi

4. Thông tin rút tại quầy: màn hình trước để OFF vẫn hiển thị Không, để ON hiển thị Có",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q274:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22169,BIDVOMNI-13842 [IB][Gửi tiết kiệm] Lỗi MH khởi tạo giao dịch ( tiến trình 1),Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,02/Apr/25 6:15 PM,,02/Apr/25 6:33 PM,,,,Gửi tiết kiệm,,0,1,_thumb_202773.png _thumb_202772.png,,,,,,"BIDVOMNI-22166, BIDVOMNI-22170",,"# Chọn Sản phẩm tiết kiệm
# Nhấn Mở TK
# Kiểm tra màn hình Khởi tạo giao dịch ( tiến trình 1)

Thực tế:

1. Sai tiêu đề màn hình, đang để là ""Tiết kiệm trả lãi đầu kỳ""

2. Sai tiêu đề tiến trình đang để là ""Số tiền gửi""

3. Sai danh sách kỳ hạn, 24M hiển thị là 2 năm

 ""prodCode"": ""2019"",
 ""prodDesc"": ""Tra lai thang RUT tung phan"",
 ""cumDepFlag"": ""0"",
 ""curCode"": ""VND"",
 ""terms"": [""2M"", ""3M"", ""4M"", ""5M"", ""6M"", ""7M"", ""8M"", ""9M"", ""10M"", ""11M"", ""12M"", ""13M"", ""15M"", ""18M"", ""24M"", ""36M""],
 ""intPmtFreqs"": [""1MA""],
 ""prepaidIntId"": ""false"",
 ""citizenShip"": ""1""

4. Lãi suất trả ra trống, hiển thị trống

5. Nhấn Quay lại về đầu trang

Mong muốn:

1. Tiêu đề màn hình, Hiển thị: \{Tên sản phẩm}
Lấy tại output MID 159 đã gọi trước đó
VN: Trường productNameVn
EN: Trường productNameEn

2. Tiêu đề tiến trình đang để là ""Kỳ hạn""

3. Danh sách kỳ hạn

Mỗi kỳ hạn hiển thị các thông tin
Kỳ hạn, Client dựa vào trường terms lấy tại output MID 166 tương ứng với sản phẩm đã chọn để hiển thị Kỳ hạn tương ứng. Trong đó:
D - Ngày
W - Tuần
Q - Quý
Y - Năm

4. Lãi suất trả ra trống, hiển thị thêm text ""Lãi suất tối đa""

5. Nhấn Quay lại về màn hình trước",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q24w:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22149,BIDVOMNI-21111 [MB_AND][SIT][Tài khoản điểm/Lịch sử] Lỗi không hiển thị đúng đơn vị sau số tiền tại màn danh sách GD,Sub-bug,Need To Do,Medium,Unresolved,"Tuấn, Nguyễn Minh (KCN, PTUDDD)","Huyền, Dương Thị Ngọc (KCN, PTNV)","Huyền, Dương Thị Ngọc (KCN, PTNV)",02/Apr/25 4:26 PM,,02/Apr/25 4:29 PM,,,,,,0,1,_thumb_202682.png,,,,,,,,"Pre:
* User: 0356068641
* Bản build: AND 5.2.99 (205) 
SIT BIDV UI/UX: Test Only VOP reward
Th 03 31, 2025 lúc 4:55 PM

{*}Step{*}:
# Login APP BIDV > Scroll xuống cuối màn HOme > Chọn Đổi quà
# Chọn TK điểm > Tab Lịch sử > Danh sách GD tích điểm

*Hiện trạng:* Lỗi không hiển thị đúng đơn vị sau số tiền tại màn danh sách GD

*Mong muốn:* Hiển thị đúng đơn vị sau số tiền",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0q1lk:,,,,,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22105,BIDVOMNI-13861 [IOS][Tìm kiếm] Lỗi tìm kiếm chức năng nhóm: Phát hành thẻ trực tuyến ( funid: 65/ 21 / 22 /113),Sub-bug,Need To Do,Medium,Unresolved,"Thạch, Lê Hoàng (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 10:31 AM,,02/Apr/25 4:18 PM,,,,Tìm kiếm trong ứng dụng,,0,2,_thumb_202542.png,,,,,,,,"1. Tại Mh Tìm kiếm
- Nhập tìm kiếm: Phát hành thẻ trực tuyến

*Hiện tại:* Không hiển thị k..quả tìm kiếm

*Mong muốn:*
- Hiển thị k.quả tìm kiếm
+ Funid = 65: Phát hành thẻ trực tuyến - Thẻ ghi nợ nội địa
+ Funid = 21: Phát hành thẻ trực tuyến - Thẻ ghi nợ quốc tế
+ Funid = 22: Phát hành thẻ trực tuyến - Thẻ tín dụng quốc tế
+ Funid = 113: Phát hành thẻ trực tuyến - Thẻ trả trước quốc tế
- Nhấn chọn chức năng >> Đ.hướng MH Danh sách chức năng phát hành thẻ",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0q080:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-20779,BIDVOMNI-13861 [IOS][Tìm kiếm] Lỗi hiển thị tên chức năng tìm kiếm Funid: 120/121,Sub-bug,Need To Do,Medium,Unresolved,"Tùng, Trương Thế (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",17/Mar/25 3:08 PM,,02/Apr/25 4:14 PM,,,,Tìm kiếm trong ứng dụng,,0,2,_thumb_198705.png _thumb_198704.png,,,,,,,,"1. MH tìm kiếm
Nhập tìm kiếm:
- Tạo lệnh mua ngoại tệ
- Vấn tin giao dịch

*Hiện tại:* chưa hiển thị tên chức năng theo Quy tắc chung nghiệp vụ 

*Mong muốn:* Hiển thị tên chức năng theo quy tắc chung nghiệp vụ mô tả
- Tạo lệnh mua ngoại tệ
- Vấn tin giao dịch
>> Nhấn chọn chức năng: đ.hướng vào màn hình tương ứng",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0p0mg:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22090,BIDVOMNI-13861 [IOS][Tìm kiếm] Lỗi tìm kiếm chức năng funid = 200 Tùy chỉnh yêu thích,Sub-bug,Need To Do,Medium,Unresolved,"Trưởng, Võ Anh (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",01/Apr/25 4:39 PM,,02/Apr/25 4:07 PM,,,,Tìm kiếm trong ứng dụng,,0,2,_thumb_202461.png,,,,,,,,"1. Tại Mh Tìm kiếm
Nhập: Tùy chỉnh yêu thích

{*}Hiện tại{*}: Không hiển thị kết quả tìm kiếm

*Mong muốn:*
- Hiển thị kết quả chức năng 
- Nhấn chức năng >> đ.hướng Mh Tùy chỉnh",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0pzew:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22132,BIDVOMNI-13264 [IOS][PTXT Mật khẩu] Lỗi UI hiển thị mh Popup Xác thực mật khẩu ( case để trống mk),Sub-bug,Need To Do,Medium,Unresolved,"Đoàn, Nguyễn Hồng (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 3:40 PM,,02/Apr/25 3:44 PM,,,,Chi tiết PTXT,,0,1,,,,,,,,,"1. Tại Mh Xác thực giao dịch - mật khẩu
- Để trống mật khẩu
> Nhấn: Tiếp tục

*Hiện tại:* Lỗi hiển thị popup mh Xác thực mật khẩu ( bị mất góc) - như video

{*}Mong muốn{*}: Hiển thị ko bị mất góc",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,Design,,,,,,,,,Auto bottom up,,,,,,1|i0q15c:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21993,BIDVOMNI-13842 [AND][Gửi tiết kiệm] Lỗi MH khởi tạo giao dịch ( tiến trình 1),Sub-bug,Need To Do,Medium,Unresolved,"Huy, Nguyễn Quốc (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,31/Mar/25 10:57 AM,,02/Apr/25 11:48 AM,,,,Gửi tiết kiệm,,0,1,,,,,,,"BIDVOMNI-21982, BIDVOMNI-22089",,"# Chức năng Gửi tiết kiệm online 
# Chọn sản phẩm
# Kiểm tra màn hình khởi tạo giao dịch ( tiến trình 1)

Thực tế:

1. Sai tiêu đề màn hình

2. Sai tiêu đề tiến trình 1, đang để là ""Kỳ hạn và lãi suất""

3. Danh sách kỳ hạn, Kỳ hạn có 1 con số ( VD 1 tháng) hiển thị sai design, Nếu thông tin lãi suất rỗng thừa %

4. Nhấn Home không có action

Mong muốn:

1. Tiêu đề: Hiển thị: \{Tên sản phẩm}
Lấy tại output MID 159 đã gọi trước đó
VN: Trường productNameVn
EN: Trường productNameEn

2. Tiêu đề tiến trình fix tại client là ""Kỳ hạn""

3. Danh sách kỳ hạn, Kỳ hạn có 1 con số ( VD 1 tháng) cần hiển thị là 01 tháng, Nếu thông tin lãi suất rỗng bỏ %

4. Nhấn Home, quay về trang chủ SMB",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pw0w:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22112,BIDVOMNI-13861 [AND][Tìm kiếm] Lỗi tìm kiếm funid 15: Mẫu thanh toán,Sub-bug,Need To Do,Medium,Unresolved,"Khánh, Nguyễn Công (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 11:18 AM,,02/Apr/25 11:18 AM,,,,Tìm kiếm trong ứng dụng,,0,1,_thumb_202564.png,,,,,,,,"1. Tại Mh Tìm kiếm
Nhâp tìm kiếm: Mẫu thanh toán

*Hiện tại:* KHông hiển thị k.quả tìm kiếm

*Mong muốn*
- Hiển thị k.quả tìm kiếm
- Nhấn chọn chức năng >> đ.hướng mh: MH Danh sách Mẫu thanh toán",,,,,,,Loigic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0q0eg:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22110,BIDVOMNI-13861 [IB][Tìm kiếm] Lỗi đ.hướng chức năng tìm kiếm Funid = 200 ( tùy chỉnh chức năng yêu thích),Sub-bug,Need To Do,Medium,Unresolved,"Long, Dương Văn (KCN, DVTCDT)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 10:59 AM,,02/Apr/25 10:59 AM,,,,Tìm kiếm trong ứng dụng,,0,1,_thumb_202557.png,,,,,,,,"1. Tại Mh Tìm kiếm
Nhập tìm kiếm: Tùy chỉnh chức năng yêu thích
=> Hiển thị k.quả
> Nhấn chọn chức năng

*Hiện tại:* Lỗi chưa đ.hướng vào MH Tùy chỉnh

*Mong muốn:* Đ.hướng vào MH Tùy chỉnh",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0q0c0:,,,,Web Frontend,,,None,None,None,,,None
